X,Y,Facies,Porosity,Perm,AI
100.0,900.0,1.0,0.1001868241912439,1.363890472848054,5110.699751465372
100.0,800.0,0.0,0.107946628634116,12.576844998606088,4671.458560255537
100.0,700.0,0.0,0.0853567242142331,5.984520458439763,6127.548005958979
100.0,600.0,0.0,0.1084599833841814,2.4466782403893257,5201.6379955872735
100.0,500.0,0.0,0.1024683411769814,1.9522636749783289,3835.270322293028
100.0,400.0,0.0,0.1105787690949264,3.691907690165497,5295.267190821814
100.0,300.0,0.0,0.0889362126111913,1.0735819048532833,6744.996105715771
100.0,200.0,0.0,0.1020936214162576,2.396189192554137,5947.338115410894
100.0,100.0,1.0,0.1374531241671051,5.727602877832081,5823.241782736519
200.0,900.0,1.0,0.1370617522999189,14.771314229160836,5621.146994439374
200.0,800.0,1.0,0.1259838767623109,10.675435560783528,4292.700500464626
200.0,700.0,0.0,0.1217542894982767,3.0858253664765947,5397.40021829629
200.0,600.0,0.0,0.0951472780097365,0.9625654663384924,4619.786477686916
200.0,500.0,0.0,0.087499881453658,1.8232715185978985,4949.880889907528
200.0,400.0,0.0,0.0985827043515766,4.571021440257367,5789.623270093056
200.0,300.0,0.0,0.1074402513013293,13.581879773101154,7881.898531340294
200.0,200.0,0.0,0.0935419548437891,0.4088032835122328,6104.848941026725
200.0,100.0,0.0,0.079944721988431,0.7345484564681812,6485.732295975461
300.0,900.0,1.0,0.1115158779728996,27.99981687958923,4183.46677337813
300.0,800.0,1.0,0.1194685079421786,61.005351844470965,5224.543978491442
300.0,700.0,1.0,0.1341999728482504,44.59594603367496,4556.5405550607975
300.0,600.0,1.0,0.1612048873058903,190.7401408446768,3997.088593646979
300.0,500.0,1.0,0.1071738142283481,13.301607456849723,5684.914852310402
300.0,400.0,1.0,0.1116735734725623,10.851073760851108,5499.752990128663
300.0,300.0,0.0,0.1052373047910865,6.312197651179605,4715.683507460024
300.0,200.0,0.0,0.1032616522372805,2.817351328372321,6217.196211644737
300.0,100.0,0.0,0.0990570024917546,3.188778219134942,6456.338011724537
400.0,900.0,0.0,0.0784940328587775,1.1098023610952137,5440.288662248112
400.0,800.0,0.0,0.1104477685531558,4.116216873588337,5956.295434393631
400.0,700.0,1.0,0.1227878259113368,18.826989146673785,4937.336807748967
400.0,600.0,1.0,0.1208358929201349,5.97043070310137,4040.57250873449
400.0,500.0,1.0,0.1139615967665349,132.12410961253704,4459.0133101291285
400.0,400.0,1.0,0.0838422317875911,5.558784777140966,5953.7824802191335
400.0,300.0,1.0,0.1179838625060697,1.992676213834848,5557.63834672926
400.0,200.0,0.0,0.11689957793243,6.63131132293633,6735.728918514027
400.0,100.0,0.0,0.0663810240718989,0.0336106948993771,6124.087440854833
500.0,900.0,0.0,0.0933667516832974,1.3079442741673917,4873.950935685428
500.0,800.0,0.0,0.0840170712308165,0.7714038236026848,5284.835639100413
500.0,700.0,0.0,0.1098227884379722,52.50087041178072,6581.836027891874
500.0,600.0,1.0,0.1219697245179487,8.22227139497363,5296.785236768361
500.0,500.0,1.0,0.1198536361769543,3.1422874718956963,5051.547696751199
500.0,400.0,0.0,0.111439770893567,6.312197651179605,5515.918645534619
500.0,300.0,0.0,0.094718553197626,11.788525755442995,4240.0227490702
500.0,200.0,0.0,0.100372811861361,0.402478092400951,5768.851277156438
500.0,100.0,0.0,0.0699397527325402,1.182514940322063,5197.506850991071
600.0,900.0,1.0,0.1460047315898154,18.071089880107586,4440.401730748488
600.0,800.0,1.0,0.121372935561387,4.776925425457075,5471.197107530598
600.0,700.0,0.0,0.1099115029930108,12.384495645219042,3595.586977397444
600.0,600.0,0.0,0.0588710426408954,0.0372567565853449,5621.468640733969
600.0,500.0,0.0,0.0736865774008409,0.4825770710204208,4270.019657633609
600.0,400.0,1.0,0.1121495248814312,22.804211917465143,5675.209132205283
600.0,300.0,1.0,0.1334101080403796,22.701075125761736,5364.430671451201
600.0,200.0,1.0,0.1217022721379773,73.9866480319918,4811.007728101518
600.0,100.0,1.0,0.146499823949845,42.39604391131162,4204.150893237716
700.0,900.0,1.0,0.1112578075351168,0.381031646211926,3919.7849828185913
700.0,800.0,1.0,0.1232059986257911,13.174392727828977,4466.619357015728
700.0,700.0,1.0,0.1148840501157201,5.12137770994541,4058.3242577645383
700.0,600.0,1.0,0.1896818424313185,464.7730483329794,3182.259679934904
700.0,500.0,1.0,0.1717737165427737,348.6815876283871,3980.472226437497
700.0,400.0,1.0,0.1206359864426642,4.193052587390703,3893.032687418438
700.0,300.0,0.0,0.1269723184593351,0.5013064337715765,4347.680865636528
700.0,200.0,1.0,0.1366764935391526,8.450500017603046,4313.194321155285
700.0,100.0,1.0,0.1083841919697751,2.11324738778481,5504.17143343777
800.0,900.0,1.0,0.1520609796858717,68.36286112289045,5382.350273474711
800.0,800.0,1.0,0.1546080367045014,29.06543342101495,5319.652740514587
800.0,700.0,1.0,0.1591147728158612,82.66957696390789,2920.1973131034138
800.0,600.0,1.0,0.1983281333855331,59.45468028222567,2298.917392200183
800.0,500.0,1.0,0.1794480222330972,279.4348221732339,3342.034948496855
800.0,400.0,1.0,0.1474692737105485,46.47821054038469,5167.071594520237
800.0,300.0,1.0,0.1037263829492721,18.9331113323464,3999.0610204834256
800.0,200.0,1.0,0.1057604137970291,11.57250657318402,3402.261798857431
800.0,100.0,0.0,0.124407049260269,7.739105135779566,5274.532659565403
900.0,900.0,0.0,0.1175945512352071,12.433996190862308,6242.704810094636
900.0,800.0,0.0,0.1026087707442951,2.433846781545574,5657.883398019215
900.0,700.0,1.0,0.1307855006869787,19.97702041281352,4541.434124808648
900.0,600.0,1.0,0.1651996395901055,62.67596715191265,2794.921230412734
900.0,500.0,1.0,0.1995838805749955,86.86469299265028,2716.5968735884826
900.0,400.0,1.0,0.1991077239238541,18.660459484410445,3982.360726777215
900.0,300.0,1.0,0.1406246255964449,17.31411759076002,3338.73403489898
900.0,200.0,0.0,0.1013561700122278,4.557779673990306,4554.984615776822
900.0,100.0,0.0,0.0918337606735475,1.280257266170677,4573.656072180477
925.0,559.0,1.0,0.2075981221200499,525.3793796125435,3226.116793522202
935.0,559.0,1.0,0.2092532233957145,625.725523039946,3193.3655110673967
945.0,559.0,1.0,0.1859038010213101,369.9805178277887,3058.3876856845577
955.0,559.0,1.0,0.1783230547210949,74.21505759018655,3386.182721556848
965.0,559.0,1.0,0.2089663909340002,378.9424748854176,3322.665656530933
975.0,559.0,1.0,0.2245147587202604,1023.1567776518684,3309.412238228444
985.0,559.0,1.0,0.2329584111561818,133.73898872639396,3187.198825182578
995.0,559.0,1.0,0.2216560538166118,54.80614211610685,2742.649452634195
1005.0,559.0,1.0,0.2216560538166118,54.80614211610685,2742.649452634195
925.0,549.0,1.0,0.1965421289911761,353.7121062825318,3275.8281348319874
935.0,549.0,1.0,0.1913657053664162,245.14674778002,3076.564247084902
945.0,549.0,1.0,0.1907762011220936,164.89569165399195,3331.0222319933587
955.0,549.0,1.0,0.1813988208720127,374.29892530151193,3181.5572811391635
965.0,549.0,1.0,0.1882200968314187,456.8357632343311,3317.2562515741765
975.0,549.0,1.0,0.2227008194875126,285.52968267604166,3465.918196667594
985.0,549.0,1.0,0.2422978845362023,99.35594227710553,3233.4447606608182
995.0,549.0,1.0,0.2144785558534299,246.21586459169467,2834.925618311057
1005.0,549.0,1.0,0.2144785558534299,246.21586459169467,2834.925618311057
925.0,539.0,1.0,0.2039299200929455,211.16329588243832,3442.8852448752787
935.0,539.0,1.0,0.1990722062389684,89.89307252309634,3240.7814534418203
945.0,539.0,1.0,0.1952203877129013,151.09631939624126,3474.8212193385225
955.0,539.0,1.0,0.1981560433103625,359.2057732737164,3505.604576525038
965.0,539.0,1.0,0.1978020532532131,617.27394109991,2944.344742173761
975.0,539.0,1.0,0.2252734301347063,329.0261331338964,3351.6034016058543
985.0,539.0,1.0,0.2235611829809695,152.0306802975061,3269.944400255212
995.0,539.0,1.0,0.2005010748434783,159.74556607773837,2856.748634914292
1005.0,539.0,1.0,0.2005010748434783,159.74556607773837,2856.748634914292
925.0,529.0,1.0,0.1963577219880662,409.2985499932747,2394.1738426580587
935.0,529.0,1.0,0.2075408187872148,238.8721410340954,3133.6801438572866
945.0,529.0,1.0,0.2078759152529629,898.5872876653083,3110.7326293619726
955.0,529.0,1.0,0.1980810779451189,1113.9710764628417,3177.6357369561765
965.0,529.0,1.0,0.1992827464262705,1191.484964700849,2931.668141248503
975.0,529.0,1.0,0.2146116177653603,1548.094062498347,3167.185377313024
985.0,529.0,1.0,0.224063657415767,385.59631385452775,3116.013647128288
995.0,529.0,1.0,0.2116381417477095,276.1608148189531,2669.2745699982497
1005.0,529.0,1.0,0.2116381417477095,276.1608148189531,2669.2745699982497
925.0,519.0,1.0,0.1887658240241636,220.99558652039215,2538.1855753476148
935.0,519.0,1.0,0.2095836775143904,429.289556119189,2948.6137087539378
945.0,519.0,1.0,0.2062712581870845,1450.5330939819569,3008.422992418992
955.0,519.0,1.0,0.213319985639068,2090.638557801792,2315.9419221443127
965.0,519.0,1.0,0.2296537404473935,2642.999828972705,2717.4590163884686
975.0,519.0,1.0,0.2187967747533477,1040.3675293907656,2784.4248376102805
985.0,519.0,1.0,0.2070980164280191,281.0099138594848,2839.159065668519
995.0,519.0,1.0,0.2126027207570447,54.667195282273234,2577.7146778135007
1005.0,519.0,1.0,0.2126027207570447,54.667195282273234,2577.7146778135007
925.0,509.0,1.0,0.1898514423559652,168.0346557528904,2137.5149609128725
935.0,509.0,1.0,0.2115339643457537,1320.4968619506328,2818.455336238058
945.0,509.0,1.0,0.2059185528746114,659.9865777458823,2502.904719915323
955.0,509.0,1.0,0.2277136561074601,1525.247066045778,2512.061433701275
965.0,509.0,1.0,0.2079863997349284,605.3038112818624,2247.4715596804244
975.0,509.0,1.0,0.2270379983476229,719.6093510171057,2419.255655447509
985.0,509.0,1.0,0.2066054391494635,91.83711164988884,2076.4911788252653
995.0,509.0,1.0,0.1992723461834727,14.661910482018534,2351.3543713635427
1005.0,509.0,1.0,0.1992723461834727,14.661910482018534,2351.3543713635427
925.0,499.0,1.0,0.197863453681497,185.68966667503764,2227.215119628385
935.0,499.0,1.0,0.213924597348356,523.287810211899,2579.032897299612
945.0,499.0,1.0,0.1944255831512351,600.7116981506385,2339.3572605686804
955.0,499.0,1.0,0.1993803191941618,315.07226366189417,2756.5495551183203
965.0,499.0,1.0,0.1912778106892395,415.0530640821479,2381.5104381106858
975.0,499.0,1.0,0.2174082836047196,408.8535113419191,1844.1668803881744
985.0,499.0,1.0,0.213427936266438,68.27614792959895,2547.526113444186
995.0,499.0,1.0,0.2092211173741955,169.78032672940213,2630.578997625163
1005.0,499.0,1.0,0.2092211173741955,169.78032672940213,2630.578997625163
925.0,489.0,1.0,0.1956123086498763,344.2839811807561,2653.4374982350755
935.0,489.0,1.0,0.2019430998496686,550.7403587655334,2899.826792214525
945.0,489.0,1.0,0.1995274841732985,137.00335797419163,2655.69543549023
955.0,489.0,1.0,0.2061856473297989,249.76808399105948,2685.930433843408
965.0,489.0,1.0,0.2053409680690854,41.43092508296011,2693.8071298072646
975.0,489.0,1.0,0.2255533501290056,21.109084754022472,2412.8753300711987
985.0,489.0,1.0,0.1969456211901015,73.13304020087203,2672.29456724355
995.0,489.0,1.0,0.1883111086847146,460.4949857426108,2792.8043217380523
1005.0,489.0,1.0,0.1883111086847146,460.4949857426108,2792.8043217380523
925.0,479.0,1.0,0.1922329150064976,366.57498513143,3126.7984486193573
935.0,479.0,1.0,0.1965147029571174,452.9591610729664,2947.867712578927
945.0,479.0,1.0,0.2082465144454454,23.41595847021097,2813.2301872491407
955.0,479.0,1.0,0.2054041148294101,4.015954970545069,2546.560835401157
965.0,479.0,1.0,0.2162231747014513,68.437274365465,3029.119013684801
975.0,479.0,1.0,0.1959977814900462,69.33657649142626,2493.128177193382
985.0,479.0,1.0,0.1942432774430868,81.31672089206798,2621.528995670652
995.0,479.0,1.0,0.1676973407751525,76.67720137514318,2745.545656755185
1005.0,479.0,1.0,0.1676973407751525,76.67720137514318,2745.545656755185
925.0,469.0,1.0,0.1802430526636199,369.44423191597554,3433.381077859477
935.0,469.0,1.0,0.2033730163940348,245.14674778002,3374.4426934694548
945.0,469.0,1.0,0.2010123933857162,14.209132333085824,3239.517314438908
955.0,469.0,1.0,0.1984359079342286,26.197239001014434,2889.196647339033
965.0,469.0,1.0,0.200588514509073,40.789886887729786,3116.39381380892
975.0,469.0,1.0,0.1943485253522326,416.3344045606811,2304.41713684666
985.0,469.0,1.0,0.1879668814924774,151.01415200154116,2569.096425577473
995.0,469.0,1.0,0.1814666522389833,646.7189487151862,2822.556788984021
1005.0,469.0,1.0,0.1814666522389833,646.7189487151862,2822.556788984021
925.0,459.0,1.0,0.1853229140449362,579.3179045066872,4149.705567190633
935.0,459.0,1.0,0.2116349007534024,260.54616698711834,3668.518208908684
945.0,459.0,1.0,0.2232238565572045,177.91139026648986,3574.787913386569
955.0,459.0,1.0,0.1992248735061879,45.00208812913501,3394.563038166401
965.0,459.0,1.0,0.1809057410360496,103.53069238756798,3102.1966694917683
975.0,459.0,1.0,0.2080678267729659,88.77542744068776,2843.973554477442
985.0,459.0,1.0,0.193647342823909,344.5337721876469,2951.587272015376
995.0,459.0,1.0,0.1862407530757623,1135.5884275632898,2802.265538860413
1005.0,459.0,1.0,0.1862407530757623,1135.5884275632898,2802.265538860413
925.0,449.0,1.0,0.1798558918192307,259.5559738640502,4147.03237568935
935.0,449.0,1.0,0.2093733665840673,368.50760137930894,4249.477922991474
945.0,449.0,1.0,0.2378923108118445,174.61958317465863,3740.599445687428
955.0,449.0,1.0,0.2078060669348136,61.005351844470965,3445.0957923341525
965.0,449.0,1.0,0.1981951171159582,73.57194467648296,3337.286626573305
975.0,449.0,1.0,0.1995288371712213,122.74712331197824,2899.2308585889577
985.0,449.0,1.0,0.1942340555952098,383.9219802272236,3327.8320693052037
995.0,449.0,1.0,0.1852697170934972,545.8689156884968,3262.266944931277
1005.0,449.0,1.0,0.1852697170934972,545.8689156884968,3262.266944931277
201.0,456.0,0.0,0.0996822187081771,0.5463959629187493,5018.355476445646
211.0,456.0,0.0,0.0774053566587682,0.4364571073771172,4999.634872784169
221.0,456.0,0.0,0.1082224805059707,0.2737837397153913,4257.198482372141
231.0,456.0,0.0,0.1035733984304942,0.932671113828644,4281.907990808904
241.0,456.0,0.0,0.0931373405409926,0.7360149791993681,4766.594300854964
251.0,456.0,0.0,0.0922821273385264,0.7130272981334832,5227.566288186138
201.0,446.0,0.0,0.0826791188157271,0.3103279726736855,4746.224951607103
211.0,446.0,0.0,0.1048934622094134,0.5016701504871297,4627.935734352864
221.0,446.0,0.0,0.1121867117233961,0.6507562210309606,4186.979661503931
231.0,446.0,0.0,0.1234558897601921,0.3533481642735055,4576.391083162268
241.0,446.0,0.0,0.0994314032420191,0.9433861691159692,4856.784760507655
251.0,446.0,0.0,0.107252968953347,1.9793525100133869,4876.582564762905
201.0,436.0,0.0,0.0958681303290207,0.3162353942402275,5255.707995681127
211.0,436.0,0.0,0.1081041293315893,0.3828321787797189,4406.232269328367
221.0,436.0,0.0,0.1045803044137645,4.985772347998514,4359.1690217357545
231.0,436.0,0.0,0.1019873762528497,2.011553152601819,4483.7827572542255
241.0,436.0,0.0,0.0960614479710341,3.1640129342516694,4798.220252935908
251.0,436.0,0.0,0.1098688618854347,2.202042074477867,5174.155582831291
201.0,426.0,0.0,0.0961670756519008,0.4006578015120845,5263.542111743446
211.0,426.0,0.0,0.104443791049258,1.7139536256900871,4867.80459935529
221.0,426.0,0.0,0.1042389206322224,2.620725151300174,4996.621627891104
231.0,426.0,0.0,0.1064695654031678,5.584039758436255,4919.074870716937
241.0,426.0,0.0,0.0959742475000493,0.590701575557933,5209.507569206991
251.0,426.0,0.0,0.0832691805258546,0.2444508738932903,5570.604404653525
201.0,416.0,0.0,0.1031733456381299,1.5521195665011494,5473.343862218812
211.0,416.0,0.0,0.1097300178702404,1.211598031746537,5363.998058418278
221.0,416.0,0.0,0.1018359050977179,4.138668288411445,5408.955497093306
231.0,416.0,0.0,0.0815928971013299,1.943786569251602,5467.410117069775
241.0,416.0,0.0,0.0829715255663209,0.5937081471987925,5731.918531206584
251.0,416.0,0.0,0.1138497718787478,1.0033744546457903,5822.467913838125
201.0,406.0,0.0,0.0985827043515766,4.571021440257367,5789.623270093056
211.0,406.0,0.0,0.1036469018682088,2.826048978412023,5683.5528504490685
221.0,406.0,0.0,0.1040921122482523,1.530877715603478,5791.529776705401
231.0,406.0,0.0,0.0880967322180378,1.2006634066229918,5764.338393414016
241.0,406.0,0.0,0.0721922815001895,0.3429955977087776,6204.9475063556365
251.0,406.0,0.0,0.071357728554218,1.0185888839639048,6044.486026143713
201.0,396.0,0.0,0.1136535885445407,1.475286540288152,5683.619880648882
211.0,396.0,0.0,0.1141305263744972,6.36852896198514,5725.334802781438
221.0,396.0,0.0,0.1149823068607251,0.8991287746885953,5772.1825917557
231.0,396.0,0.0,0.0913515834503616,1.030291011375062,5971.466274069611
241.0,396.0,0.0,0.0996350740842687,1.4204257299867942,6255.668308908236
251.0,396.0,0.0,0.092954276337881,0.8022151446504413,6213.100647936569
201.0,386.0,0.0,0.1188901452887375,4.711549832089875,5696.740780184675
211.0,386.0,0.0,0.1127151382816999,2.144124484134272,5937.92900548158
221.0,386.0,0.0,0.1416570075555964,3.446096787339496,6305.590360606948
231.0,386.0,0.0,0.1274481105185351,2.1006404933952365,5691.475918731471
241.0,386.0,0.0,0.1051493302704,0.5449119052681606,5680.9896082083815
251.0,386.0,0.0,0.0828951628459665,0.5697675833337121,5895.900484378325
201.0,376.0,0.0,0.1078346679694492,0.9182404003856058,6070.362674039411
211.0,376.0,0.0,0.1197048584534062,2.9560284928568463,5859.477679769183
221.0,376.0,0.0,0.1128920679598554,3.7957615701260514,6148.386967430093
231.0,376.0,0.0,0.1145625218328929,1.4186240258325578,5591.9291346610025
241.0,376.0,0.0,0.0962460226311541,1.241846658854499,5800.226128065682
251.0,376.0,0.0,0.088796565565553,0.4093967030941642,5290.61725591188
40.0,549.0,0.0,0.1115944642366831,2.186525420561202,6519.29330571062
230.0,29.0,0.0,0.1179660131065291,0.848444180656019,6107.466787905807
690.0,529.0,1.0,0.1867372069944834,316.90568880056463,4271.013147559264
110.0,259.0,0.0,0.0868861281304588,12.144336437558083,5942.766464621166
450.0,229.0,0.0,0.0852690592008224,3.9473714335717456,6138.579098727007
560.0,939.0,1.0,0.1321485011824091,6.479178858727886,5104.153053063214
970.0,989.0,0.0,0.0891661217482469,0.4418717908890217,6053.16212044729
360.0,529.0,1.0,0.1351741972867956,12.90486889495081,4985.293154130806
700.0,489.0,1.0,0.1640145438005751,625.0451589318956,4224.931395988109
120.0,289.0,0.0,0.1005201427492416,1.9064384478835712,6115.571892204628
90.0,829.0,1.0,0.1197030924176002,6.638529531331295,4234.889604734567
980.0,659.0,1.0,0.1871637331185917,478.1938753637771,2843.838754094008
490.0,289.0,0.0,0.0919699687830727,36.724741335579154,5604.037890512683
780.0,669.0,1.0,0.1756422563791495,629.1384684008476,3140.692477069736
50.0,779.0,1.0,0.0917248411501537,0.6565636993406234,6197.834381182198
430.0,589.0,1.0,0.1390570054993771,13.124324084599465,3981.017070347753
130.0,489.0,0.0,0.0993512819794523,8.681914709234288,4954.088776991004
280.0,929.0,1.0,0.1291288837957473,73.61197546126017,4235.867739996235
